"","gender","state","cardholder","balance","numTrans","numIntlTrans","creditLine","fraudRisk","balance_q","credl_q","Segmento"
"42108",0,41,1,3000,31,0,2,0,"2","1","3"
"42109",1,11,1,3000,16,0,2,0,"2","1","3"
"42110",0,35,1,4587,100,7,6,0,"3","2","3"
"42111",1,28,1,13000,23,0,12,0,"4","4","1"
"42112",1,15,1,86,12,0,75,0,"1","4","3"
"42113",1,41,1,0,8,0,8,0,"1","3","3"
"42114",1,44,1,768,7,0,12,0,"1","4","3"
"42115",0,11,1,3255,3,1,12,0,"2","4","3"
"42116",1,43,1,6000,14,0,5,0,"3","2","3"
"42117",1,41,1,18000,9,0,17,0,"4","4","1"
"42118",0,7,1,1110,2,0,3,0,"1","1","3"
"42119",0,7,1,0,38,6,3,0,"1","1","3"
"42120",1,46,1,6000,25,5,5,0,"3","2","3"
"42121",1,32,0,12279,34,0,25,0,"4","4","1"
"42122",1,29,1,0,33,0,3,0,"1","1","3"
"42123",0,7,1,6000,32,7,5,0,"3","2","3"
"42124",0,5,1,3000,24,5,2,0,"2","1","3"
"42125",1,10,1,0,56,7,16,0,"1","4","3"
"42126",0,37,0,0,1,0,4,0,"1","1","3"
"42127",0,5,1,3978,4,0,49,0,"2","4","3"
"42128",1,11,1,2234,2,3,3,0,"1","1","3"
"42129",1,15,1,5000,4,1,4,0,"3","1","3"
"42130",0,4,1,0,22,0,6,0,"1","2","3"
"42131",0,23,1,2733,58,2,8,0,"1","3","3"
"42132",0,16,1,4000,17,11,3,0,"2","1","3"
"42133",1,5,0,4739,23,0,7,0,"3","3","3"
"42134",0,38,0,5000,9,0,4,0,"3","1","3"
"42135",0,5,1,2027,4,2,7,0,"1","3","3"
"42136",1,26,1,4352,11,7,16,0,"2","4","3"
"42137",1,11,1,0,54,2,4,0,"1","1","3"
"42138",1,48,1,0,80,0,23,0,"1","4","3"
"42139",1,36,1,0,33,0,14,0,"1","4","3"
"42140",0,4,1,4000,29,9,3,0,"2","1","3"
"42141",1,32,1,3000,5,3,2,0,"2","1","3"
"42142",1,12,1,0,7,0,8,0,"1","3","3"
"42143",1,5,1,0,13,0,11,0,"1","3","3"
"42144",1,7,1,0,29,9,2,0,"1","1","3"
"42145",1,43,1,13000,42,0,12,1,"4","4","1"
"42146",1,11,0,4003,3,0,4,0,"2","1","3"
"42147",1,23,1,13000,32,1,12,0,"4","4","1"
"42148",0,51,1,4000,18,26,3,0,"2","1","3"
"42149",1,10,1,11000,7,20,10,0,"4","3","2"
"42150",1,11,1,0,5,0,12,0,"1","4","3"
"42151",0,6,1,7000,61,4,6,0,"3","2","3"
"42152",0,22,1,3000,42,0,2,0,"2","1","3"
"42153",0,5,1,0,37,0,2,0,"1","1","3"
"42154",0,29,1,7519,42,19,16,0,"4","4","1"
"42155",1,11,1,0,13,0,8,0,"1","3","3"
"42156",0,5,1,0,22,0,3,0,"1","1","3"
"42157",1,4,1,4000,14,32,3,0,"2","1","3"
"42158",1,10,1,5933,18,0,5,0,"3","2","3"
"42159",1,25,1,0,9,0,5,0,"1","2","3"
"42160",0,19,1,5595,24,0,5,0,"3","2","3"
"42161",0,39,1,2113,39,0,2,0,"1","1","3"
"42162",0,15,1,3000,14,0,2,0,"2","1","3"
"42163",0,28,1,3000,32,29,2,0,"2","1","3"
"42164",1,11,1,5000,33,11,4,0,"3","1","3"
"42165",0,5,1,0,74,14,9,0,"1","3","3"
"42166",1,39,1,9000,100,0,8,1,"4","3","2"
"42167",0,35,1,0,12,9,2,0,"1","1","3"
"42168",1,2,1,5000,8,0,4,0,"3","1","3"
"42169",0,14,1,2847,29,5,24,0,"2","4","3"
"42170",1,5,1,0,62,4,31,0,"1","4","3"
"42171",1,26,1,0,36,0,3,0,"1","1","3"
"42172",0,23,1,3468,42,36,3,0,"2","1","3"
"42173",0,4,1,4000,27,1,3,0,"2","1","3"
"42174",0,7,1,8000,6,0,7,0,"4","3","2"
"42175",1,44,1,4000,14,0,3,0,"2","1","3"
"42176",0,25,1,4756,6,0,4,0,"3","1","3"
"42177",1,23,1,5000,2,0,4,0,"3","1","3"
"42178",1,4,1,4341,70,0,6,0,"2","2","3"
"42179",0,21,1,4000,20,1,3,0,"2","1","3"
"42180",1,46,1,3000,18,0,2,0,"2","1","3"
"42181",0,39,1,3000,19,0,2,0,"2","1","3"
"42182",0,44,1,603,9,0,2,0,"1","1","3"
"42183",0,44,1,7000,10,0,6,0,"3","2","3"
"42184",1,44,1,3000,15,5,2,0,"2","1","3"
"42185",1,4,1,4000,44,0,3,0,"2","1","3"
"42186",0,44,1,7000,96,0,6,1,"3","2","3"
"42187",0,5,1,4000,6,12,3,0,"2","1","3"
"42188",0,35,1,9000,20,1,8,0,"4","3","2"
"42189",0,23,1,2865,5,33,2,0,"2","1","3"
"42190",1,5,1,0,10,0,6,0,"1","2","3"
"42191",1,23,1,0,13,11,12,0,"1","4","3"
"42192",1,15,1,3000,29,18,2,0,"2","1","3"
"42193",1,32,1,0,6,0,16,0,"1","4","3"
"42194",1,6,1,4000,22,4,3,0,"2","1","3"
"42195",1,32,1,4000,36,0,3,0,"2","1","3"
"42196",1,21,1,0,21,12,10,0,"1","3","3"
"42197",1,36,1,6263,72,8,17,0,"3","4","2"
"42198",0,37,1,863,8,12,11,0,"1","3","3"
"42199",1,33,1,5000,8,0,4,0,"3","1","3"
"42200",0,44,1,0,5,14,27,0,"1","4","3"
"42201",0,48,1,4905,22,0,14,0,"3","4","2"
"42202",1,3,1,6000,4,0,5,0,"3","2","3"
"42203",0,44,1,0,56,0,3,0,"1","1","3"
"42204",0,35,1,5000,44,0,4,0,"3","1","3"
"42205",1,5,1,880,8,0,2,0,"1","1","3"
"42206",0,38,1,5577,76,0,11,0,"3","3","3"
"42207",1,5,1,4493,11,0,10,0,"3","3","3"
"42208",0,44,1,0,27,8,2,0,"1","1","3"
"42209",1,13,1,3537,11,0,5,0,"2","2","3"
"42210",0,32,1,3000,23,0,2,0,"2","1","3"
"42211",0,35,1,5434,10,4,8,0,"3","3","3"
"42212",0,44,1,4262,100,3,12,0,"2","4","3"
"42213",1,24,1,7000,29,2,6,0,"3","2","3"
"42214",0,35,1,0,35,0,3,0,"1","1","3"
"42215",1,18,1,3000,98,13,2,1,"2","1","3"
"42216",1,44,1,0,7,0,7,0,"1","3","3"
"42217",1,21,1,0,22,2,3,0,"1","1","3"
"42218",1,7,0,415,19,0,7,0,"1","3","3"
"42219",1,49,1,2080,8,0,2,0,"1","1","3"
"42220",1,30,1,0,9,9,2,0,"1","1","3"
"42221",1,5,1,0,5,25,6,0,"1","2","3"
"42222",1,45,1,0,22,4,2,0,"1","1","3"
"42223",1,27,1,6587,47,2,42,0,"3","4","2"
"42224",0,6,1,3900,28,0,5,0,"2","2","3"
"42225",0,1,1,9000,11,0,8,0,"4","3","2"
"42226",1,50,1,0,34,0,13,0,"1","4","3"
"42227",1,48,1,4000,6,3,3,0,"2","1","3"
"42228",1,39,1,10901,47,0,12,0,"4","4","1"
"42229",1,44,1,0,28,0,4,0,"1","1","3"
"42230",0,15,1,11000,26,0,10,0,"4","3","2"
"42231",1,4,1,0,12,0,32,0,"1","4","3"
"42232",0,5,1,0,11,2,11,0,"1","3","3"
"42233",1,36,1,4000,18,0,3,0,"2","1","3"
"42234",1,48,1,5000,100,60,4,0,"3","1","3"
"42235",0,5,1,5000,22,0,4,0,"3","1","3"
"42236",1,40,1,6000,20,1,5,0,"3","2","3"
"42237",0,21,1,4000,9,5,3,0,"2","1","3"
"42238",1,39,1,7000,15,6,6,0,"3","2","3"
"42239",0,44,1,476,24,0,1,0,"1","1","3"
"42240",1,5,1,0,66,6,3,0,"1","1","3"
"42241",1,36,1,14000,70,0,13,1,"4","4","1"
"42242",1,15,1,2782,7,22,4,0,"1","1","3"
"42243",1,43,1,5000,24,1,4,0,"3","1","3"
"42244",0,5,1,0,64,11,12,0,"1","4","3"
"42245",0,5,1,3000,21,10,2,0,"2","1","3"
"42246",1,46,1,0,37,0,11,0,"1","3","3"
"42247",1,3,1,3000,54,0,2,0,"2","1","3"
"42248",1,44,1,0,18,0,4,0,"1","1","3"
"42249",0,26,1,5000,14,0,4,0,"3","1","3"
"42250",0,6,1,3006,7,3,8,0,"2","3","3"
"42251",1,11,1,0,73,0,6,0,"1","2","3"
"42252",1,39,1,0,40,60,12,0,"1","4","3"
"42253",1,50,1,5848,59,0,23,0,"3","4","2"
"42254",1,10,1,0,86,0,2,0,"1","1","3"
"42255",0,34,1,0,22,1,15,0,"1","4","3"
"42256",0,2,1,4124,10,0,4,0,"2","1","3"
"42257",1,10,1,3000,18,5,2,0,"2","1","3"
"42258",1,10,1,9000,9,0,8,0,"4","3","2"
"42259",0,39,1,6000,16,0,5,0,"3","2","3"
"42260",0,32,1,6391,31,0,13,0,"3","4","2"
"42261",1,21,1,3000,14,0,2,0,"2","1","3"
"42262",1,46,1,17000,35,0,16,1,"4","4","1"
"42263",1,15,1,7000,25,0,6,0,"3","2","3"
"42264",1,41,1,1568,1,14,7,0,"1","3","3"
"42265",1,48,1,4000,15,0,3,0,"2","1","3"
"42266",1,43,1,4000,6,0,3,0,"2","1","3"
"42267",1,35,1,10631,99,0,26,1,"4","4","1"
"42268",1,37,1,0,21,0,29,0,"1","4","3"
"42269",1,10,1,0,57,1,3,0,"1","1","3"
"42270",1,29,1,5533,30,0,7,0,"3","3","3"
"42271",0,10,1,194,78,12,13,0,"1","4","3"
"42272",1,44,1,106,7,16,10,0,"1","3","3"
"42273",0,19,1,6011,28,1,6,0,"3","2","3"
"42274",0,44,1,6000,71,3,5,0,"3","2","3"
"42275",0,25,1,7650,54,0,17,0,"4","4","1"
"42276",0,18,1,5429,56,0,6,0,"3","2","3"
"42277",1,25,1,0,15,1,18,0,"1","4","3"
"42278",1,49,1,4000,40,2,3,0,"2","1","3"
"42279",0,51,1,3000,13,7,2,0,"2","1","3"
"42280",1,18,1,4553,100,7,4,1,"3","1","3"
"42281",1,44,1,0,3,2,13,0,"1","4","3"
"42282",1,5,1,4000,10,14,3,0,"2","1","3"
"42283",0,10,1,5998,2,1,5,0,"3","2","3"
"42284",1,5,1,3083,14,2,8,0,"2","3","3"
"42285",1,19,1,0,25,0,4,0,"1","1","3"
"42286",1,5,1,1181,7,60,8,0,"1","3","3"
"42287",1,35,1,5000,22,2,4,0,"3","1","3"
"42288",1,44,1,3000,31,0,2,0,"2","1","3"
"42289",0,10,1,1579,46,3,9,0,"1","3","3"
"42290",0,25,1,0,41,0,31,0,"1","4","3"
"42291",1,44,1,0,16,0,4,0,"1","1","3"
"42292",1,46,1,0,28,0,2,0,"1","1","3"
"42293",1,36,1,0,3,2,3,0,"1","1","3"
"42294",0,39,1,6000,6,0,5,0,"3","2","3"
"42295",1,16,1,649,21,9,11,0,"1","3","3"
"42296",1,44,1,4838,20,0,19,0,"3","4","2"
"42297",0,17,1,0,15,5,9,0,"1","3","3"
"42298",0,16,1,5000,22,0,4,0,"3","1","3"
"42299",1,37,1,5000,13,0,4,0,"3","1","3"
"42300",1,5,1,5000,4,0,4,0,"3","1","3"
"42301",0,44,1,0,14,0,13,0,"1","4","3"
"42302",0,44,1,8427,23,0,16,0,"4","4","1"
"42303",1,10,1,0,1,55,19,0,"1","4","3"
"42304",1,32,1,0,22,0,18,0,"1","4","3"
"42305",0,49,1,70,82,0,3,0,"1","1","3"
"42306",1,44,1,10495,77,0,10,1,"4","3","2"
"42307",0,5,1,1895,59,8,3,0,"1","1","3"
"42308",0,5,1,4000,77,0,3,0,"2","1","3"
"42309",1,28,1,0,5,0,29,0,"1","4","3"
"42310",1,35,1,0,8,1,6,0,"1","2","3"
"42311",1,6,1,0,37,3,5,0,"1","2","3"
"42312",0,10,1,2450,5,1,7,0,"1","3","3"
"42313",0,41,1,0,12,0,2,0,"1","1","3"
"42314",0,37,1,0,17,0,4,0,"1","1","3"
"42315",0,21,1,5000,22,0,4,0,"3","1","3"
"42316",1,5,1,1038,10,11,5,0,"1","2","3"
"42317",0,37,1,0,7,5,17,0,"1","4","3"
"42318",0,35,1,0,14,0,1,0,"1","1","3"
"42319",0,46,1,0,20,0,5,0,"1","2","3"
"42320",0,44,1,2977,11,27,3,0,"2","1","3"
"42321",0,43,1,7000,5,0,6,0,"3","2","3"
"42322",1,21,1,11000,24,12,10,0,"4","3","2"
"42323",0,49,1,6000,10,2,5,0,"3","2","3"
"42324",1,44,1,2096,42,0,4,0,"1","1","3"
"42325",0,13,1,3000,12,4,2,0,"2","1","3"
"42326",0,15,1,3000,100,0,2,0,"2","1","3"
"42327",1,50,1,0,12,21,7,0,"1","3","3"
"42328",0,39,1,0,22,0,7,0,"1","3","3"
"42329",0,26,1,0,4,0,15,0,"1","4","3"
"42330",1,15,1,8308,24,0,9,0,"4","3","2"
"42331",1,25,1,7000,11,0,6,0,"3","2","3"
"42332",1,34,1,0,10,0,2,0,"1","1","3"
"42333",1,5,1,5000,5,1,4,0,"3","1","3"
"42334",1,10,1,5000,6,14,4,0,"3","1","3"
"42335",1,21,1,0,5,5,32,0,"1","4","3"
"42336",1,39,1,5000,17,7,4,0,"3","1","3"
"42337",1,3,1,15000,96,5,14,1,"4","4","1"
"42338",1,25,1,4000,82,2,3,0,"2","1","3"
"42339",0,16,1,5000,29,0,4,0,"3","1","3"
"42340",1,13,1,4949,100,0,14,0,"3","4","2"
"42341",0,5,1,0,15,0,32,0,"1","4","3"
"42342",1,11,1,0,18,0,4,0,"1","1","3"
"42343",0,10,1,2247,9,19,12,0,"1","4","3"
"42344",1,24,1,5205,100,0,29,1,"3","4","2"
"42345",1,21,1,1747,69,0,7,0,"1","3","3"
"42346",1,6,1,0,100,0,12,0,"1","4","3"
"42347",1,32,1,3000,6,0,2,0,"2","1","3"
"42348",1,4,1,0,30,0,7,0,"1","3","3"
"42349",1,29,1,404,20,8,8,0,"1","3","3"
"42350",1,13,1,0,2,12,38,0,"1","4","3"
"42351",1,6,1,12000,8,0,11,0,"4","3","2"
"42352",1,35,1,9254,18,9,17,0,"4","4","1"
"42353",1,20,1,7085,6,0,20,0,"4","4","1"
"42354",1,29,1,6217,27,0,13,0,"3","4","2"
"42355",1,5,1,3000,29,1,2,0,"2","1","3"
"42356",1,28,1,7000,6,0,6,0,"3","2","3"
"42357",1,7,1,10000,39,0,9,0,"4","3","2"
"42358",1,48,1,0,26,0,5,0,"1","2","3"
"42359",0,5,1,1657,19,0,3,0,"1","1","3"
"42360",1,36,1,4000,13,10,3,0,"2","1","3"
"42361",1,35,1,6000,100,4,5,0,"3","2","3"
"42362",0,35,1,0,26,0,3,0,"1","1","3"
"42363",1,18,1,4553,10,0,6,0,"3","2","3"
"42364",1,39,1,2424,100,0,24,0,"1","4","3"
"42365",1,27,1,3000,22,15,2,0,"2","1","3"
"42366",0,35,1,0,11,5,3,0,"1","1","3"
"42367",1,38,1,4000,11,6,3,0,"2","1","3"
"42368",1,44,1,3506,16,1,3,0,"2","1","3"
"42369",0,44,1,3000,53,22,2,0,"2","1","3"
"42370",1,35,1,12000,32,0,11,0,"4","3","2"
"42371",0,44,1,8000,27,0,7,0,"4","3","2"
"42372",1,5,1,0,65,0,7,0,"1","3","3"
"42373",0,19,1,5796,29,6,9,0,"3","3","3"
"42374",1,15,1,4000,6,0,3,0,"2","1","3"
"42375",1,44,1,0,18,0,5,0,"1","2","3"
"42376",0,39,1,285,48,30,10,0,"1","3","3"
"42377",0,35,1,14500,28,0,16,0,"4","4","1"
"42378",0,19,1,6000,30,0,5,0,"3","2","3"
"42379",1,34,1,12000,41,0,11,1,"4","3","2"
"42380",1,10,1,3237,23,0,3,0,"2","1","3"
"42381",1,13,1,0,40,20,5,0,"1","2","3"
"42382",1,20,1,26,2,0,11,0,"1","3","3"
"42383",1,18,1,7553,18,21,9,0,"4","3","2"
"42384",1,21,1,8000,4,0,7,0,"4","3","2"
"42385",1,5,1,2001,12,7,4,0,"1","1","3"
"42386",0,5,1,2094,14,0,6,0,"1","2","3"
"42387",0,39,0,4505,19,4,21,0,"3","4","2"
"42388",1,44,1,10000,73,0,9,1,"4","3","2"
"42389",0,35,1,6000,7,0,5,0,"3","2","3"
"42390",1,44,1,4000,13,21,3,0,"2","1","3"
"42391",1,20,1,0,12,0,61,0,"1","4","3"
"42392",0,10,1,6627,58,0,38,1,"3","4","2"
"42393",0,36,1,0,100,0,21,0,"1","4","3"
"42394",1,11,0,2679,9,0,26,1,"1","4","3"
"42395",1,10,1,4000,21,3,3,0,"2","1","3"
"42396",0,20,1,6000,100,50,5,1,"3","2","3"
"42397",1,33,1,4000,3,0,3,0,"2","1","3"
"42398",1,21,1,0,21,0,11,0,"1","3","3"
"42399",1,20,1,4638,26,27,10,0,"3","3","3"
"42400",1,2,1,13613,6,0,18,0,"4","4","1"
"42401",0,4,1,9260,46,0,10,0,"4","3","2"
"42402",1,22,1,0,24,12,3,0,"1","1","3"
"42403",0,45,0,4964,46,1,4,0,"3","1","3"
"42404",1,15,1,3750,48,0,17,0,"2","4","3"
"42405",0,7,1,3271,19,0,4,0,"2","1","3"
"42406",1,16,1,4647,7,30,4,0,"3","1","3"
"42407",1,3,1,3975,100,0,4,0,"2","1","3"
"42408",1,10,1,12000,24,0,11,0,"4","3","2"
"42409",0,25,1,0,17,0,5,0,"1","2","3"
"42410",0,39,1,0,7,3,7,0,"1","3","3"
"42411",1,32,1,0,100,5,3,0,"1","1","3"
"42412",0,44,1,6000,65,0,5,0,"3","2","3"
"42413",0,5,1,3000,8,0,2,0,"2","1","3"
"42414",1,44,1,6000,5,11,5,0,"3","2","3"
"42415",1,5,1,3000,100,0,2,1,"2","1","3"
"42416",1,39,1,10000,33,0,9,0,"4","3","2"
"42417",1,10,1,3401,23,0,8,0,"2","3","3"
"42418",0,15,1,13000,6,5,12,1,"4","4","1"
"42419",1,24,1,4000,17,0,3,0,"2","1","3"
"42420",1,10,1,13127,18,0,39,1,"4","4","1"
"42421",0,10,1,3308,3,0,8,0,"2","3","3"
"42422",1,15,1,4000,30,6,3,0,"2","1","3"
"42423",1,7,1,0,22,2,22,0,"1","4","3"
"42424",0,36,1,14000,100,0,13,1,"4","4","1"
"42425",1,35,1,0,44,4,2,0,"1","1","3"
"42426",1,29,1,13954,1,7,17,0,"4","4","1"
"42427",1,16,1,4000,7,0,3,0,"2","1","3"
"42428",1,19,1,10893,2,2,12,0,"4","4","1"
"42429",1,10,1,7000,14,0,6,0,"3","2","3"
"42430",1,38,1,0,26,1,9,0,"1","3","3"
"42431",1,44,1,2278,67,0,11,0,"1","3","3"
"42432",1,35,1,10000,53,4,9,0,"4","3","2"
"42433",1,23,1,0,5,0,5,0,"1","2","3"
"42434",1,21,1,7000,76,6,6,0,"3","2","3"
"42435",1,39,0,0,100,2,10,0,"1","3","3"
"42436",1,39,1,0,11,0,10,0,"1","3","3"
"42437",1,12,1,13712,19,0,28,1,"4","4","1"
"42438",1,13,1,2463,27,17,2,0,"1","1","3"
"42439",1,46,0,5634,8,1,41,0,"3","4","2"
"42440",0,39,1,0,21,0,52,1,"1","4","3"
"42441",1,35,1,3740,78,0,60,1,"2","4","3"
"42442",1,48,1,0,100,16,7,0,"1","3","3"
"42443",1,44,1,0,42,0,12,0,"1","4","3"
"42444",1,39,1,5883,15,3,10,0,"3","3","3"
"42445",1,35,1,5000,17,2,4,0,"3","1","3"
"42446",0,38,1,14000,8,0,13,0,"4","4","1"
"42447",1,39,1,3000,8,0,2,0,"2","1","3"
"42448",0,13,0,5000,6,4,4,0,"3","1","3"
"42449",0,32,1,567,28,0,5,0,"1","2","3"
"42450",1,15,1,0,100,0,3,0,"1","1","3"
"42451",1,11,1,4000,13,0,3,0,"2","1","3"
"42452",1,46,1,382,100,18,20,0,"1","4","3"
"42453",1,23,0,0,30,0,4,0,"1","1","3"
"42454",1,28,1,18256,21,4,36,1,"4","4","1"
"42455",0,39,1,3489,10,6,6,0,"2","2","3"
"42456",1,17,1,6328,34,0,11,0,"3","3","3"
"42457",0,45,1,492,8,8,21,0,"1","4","3"
"42458",1,43,1,7213,39,0,14,0,"4","4","1"
"42459",0,6,1,2000,25,6,1,0,"1","1","3"
"42460",1,35,1,3000,15,1,2,0,"2","1","3"
"42461",1,19,1,7920,24,23,19,1,"4","4","1"
"42462",0,49,1,3000,8,0,2,0,"2","1","3"
"42463",1,44,1,0,34,14,5,0,"1","2","3"
"42464",1,18,1,0,1,0,5,0,"1","2","3"
"42465",0,5,1,0,19,0,15,0,"1","4","3"
"42466",1,46,1,0,25,0,3,0,"1","1","3"
"42467",1,35,1,5000,10,1,4,0,"3","1","3"
"42468",1,35,1,0,19,0,3,0,"1","1","3"
"42469",1,15,1,1416,60,1,8,0,"1","3","3"
"42470",1,29,1,0,40,8,8,0,"1","3","3"
"42471",0,5,1,6699,8,1,15,0,"3","4","2"
"42472",1,39,1,10719,14,34,24,1,"4","4","1"
"42473",1,15,1,6000,1,2,5,0,"3","2","3"
"42474",0,31,1,4366,100,23,22,0,"2","4","3"
"42475",1,38,1,4000,11,0,3,0,"2","1","3"
"42476",0,15,1,5000,24,1,4,0,"3","1","3"
"42477",1,41,1,8000,8,0,7,0,"4","3","2"
"42478",1,11,1,4000,19,0,3,0,"2","1","3"
"42479",1,10,1,3000,64,2,2,0,"2","1","3"
"42480",1,5,1,8419,34,9,9,0,"4","3","2"
"42481",0,5,1,10488,100,0,11,1,"4","3","2"
"42482",1,44,1,0,10,9,3,0,"1","1","3"
"42483",1,41,1,1346,20,7,7,0,"1","3","3"
"42484",0,39,1,1268,20,31,8,0,"1","3","3"
"42485",1,39,1,4000,100,0,3,1,"2","1","3"
"42486",1,12,1,10000,3,1,9,0,"4","3","2"
"42487",1,17,1,3000,67,60,2,1,"2","1","3"
"42488",1,35,1,0,17,14,12,0,"1","4","3"
"42489",1,43,1,0,16,29,12,0,"1","4","3"
"42490",0,44,1,0,30,0,8,0,"1","3","3"
"42491",1,10,1,0,51,0,16,0,"1","4","3"
"42492",0,16,0,27,17,0,4,0,"1","1","3"
"42493",1,32,1,0,11,0,3,0,"1","1","3"
"42494",1,36,1,5000,70,0,4,0,"3","1","3"
"42495",1,10,1,0,19,4,12,0,"1","4","3"
"42496",0,48,1,0,9,0,8,0,"1","3","3"
"42497",1,23,1,860,18,13,23,0,"1","4","3"
"42498",0,5,1,6000,36,3,5,0,"3","2","3"
"42499",1,4,1,0,4,60,3,0,"1","1","3"
"42500",0,21,1,6000,4,0,5,0,"3","2","3"
"42501",1,11,1,3396,21,0,7,0,"2","3","3"
"42502",1,36,1,5436,33,7,6,0,"3","2","3"
"42503",0,5,1,9000,70,0,8,0,"4","3","2"
"42504",1,45,0,0,15,4,9,0,"1","3","3"
"42505",1,7,1,1841,100,0,10,0,"1","3","3"
"42506",0,46,1,0,9,0,7,0,"1","3","3"
"42507",1,44,1,4000,31,0,3,0,"2","1","3"
"42508",0,4,1,1501,20,0,8,0,"1","3","3"
"42509",1,28,1,1745,10,0,13,0,"1","4","3"
"42510",0,31,1,7481,19,0,15,0,"4","4","1"
"42511",0,43,1,2577,60,36,11,0,"1","3","3"
"42512",0,21,1,13000,13,0,12,0,"4","4","1"
"42513",1,15,1,4970,18,0,4,0,"3","1","3"
"42514",1,9,1,334,17,0,6,0,"1","2","3"
"42515",1,14,1,3000,12,0,2,0,"2","1","3"
"42516",1,35,1,5000,14,0,4,0,"3","1","3"
"42517",1,44,1,9000,20,0,8,0,"4","3","2"
"42518",0,10,1,3922,3,3,5,0,"2","2","3"
"42519",1,44,1,6000,67,0,5,0,"3","2","3"
"42520",1,30,0,4000,33,0,3,0,"2","1","3"
"42521",0,5,1,11000,21,0,10,0,"4","3","2"
"42522",0,19,1,0,10,0,14,0,"1","4","3"
"42523",1,23,1,9772,26,0,23,1,"4","4","1"
"42524",0,5,1,6000,11,0,5,0,"3","2","3"
"42525",1,5,1,9000,20,0,8,0,"4","3","2"
"42526",1,15,1,0,45,18,4,0,"1","1","3"
"42527",0,24,1,0,35,5,5,0,"1","2","3"
"42528",1,33,1,0,20,2,15,0,"1","4","3"
"42529",1,44,1,15000,4,0,14,0,"4","4","1"
"42530",1,36,1,0,4,0,10,0,"1","3","3"
"42531",1,24,1,10000,50,10,9,0,"4","3","2"
"42532",1,13,1,6786,7,4,8,0,"3","3","3"
"42533",1,39,1,0,7,21,6,0,"1","2","3"
"42534",0,26,1,3000,59,5,2,0,"2","1","3"
"42535",1,5,1,18313,65,0,32,1,"4","4","1"
"42536",0,35,1,5000,100,8,4,1,"3","1","3"
"42537",0,10,1,7000,30,4,6,0,"3","2","3"
"42538",1,11,1,0,53,0,16,0,"1","4","3"
"42539",1,37,1,0,5,0,3,0,"1","1","3"
"42540",0,41,0,8000,1,0,7,0,"4","3","2"
"42541",0,21,1,13000,3,0,12,0,"4","4","1"
"42542",0,44,1,3745,5,0,15,0,"2","4","3"
"42543",1,15,1,3000,23,0,2,0,"2","1","3"
"42544",1,49,1,4000,19,8,3,0,"2","1","3"
"42545",1,21,1,488,23,7,14,0,"1","4","3"
"42546",1,23,1,8000,28,8,7,0,"4","3","2"
"42547",0,39,1,0,67,11,4,0,"1","1","3"
"42548",1,4,1,4000,17,10,3,0,"2","1","3"
"42549",0,44,1,0,6,4,15,0,"1","4","3"
"42550",1,37,1,4780,100,7,10,1,"3","3","3"
"42551",0,5,1,1859,8,3,18,0,"1","4","3"
"42552",1,35,1,338,40,0,3,0,"1","1","3"
"42553",0,41,1,8000,11,0,7,0,"4","3","2"
"42554",1,5,1,0,29,32,6,0,"1","2","3"
"42555",1,5,1,0,11,0,8,0,"1","3","3"
"42556",1,25,1,4000,17,4,3,0,"2","1","3"
"42557",0,10,1,10000,18,5,9,0,"4","3","2"
"42558",1,41,1,5000,11,0,4,0,"3","1","3"
"42559",1,15,1,3000,34,1,2,0,"2","1","3"
"42560",1,49,1,0,22,1,4,0,"1","1","3"
"42561",0,3,1,1370,13,3,6,0,"1","2","3"
"42562",0,19,1,13000,17,2,12,0,"4","4","1"
"42563",1,17,1,0,1,0,5,0,"1","2","3"
"42564",0,32,1,3000,68,1,2,0,"2","1","3"
"42565",0,11,1,3282,9,0,4,0,"2","1","3"
"42566",1,37,1,0,25,4,10,0,"1","3","3"
"42567",1,25,1,4000,26,0,3,0,"2","1","3"
"42568",0,10,1,11286,14,9,31,1,"4","4","1"
"42569",0,44,1,4000,15,0,3,0,"2","1","3"
"42570",1,9,1,3000,11,0,2,0,"2","1","3"
"42571",0,23,1,3471,4,0,5,0,"2","2","3"
"42572",0,39,1,0,32,0,9,0,"1","3","3"
"42573",1,35,1,0,39,0,3,0,"1","1","3"
"42574",0,35,1,0,10,3,2,0,"1","1","3"
"42575",0,5,1,14793,16,0,15,0,"4","4","1"
"42576",1,4,1,4000,20,0,3,0,"2","1","3"
"42577",1,3,1,0,31,0,5,0,"1","2","3"
"42578",1,1,1,0,5,0,2,0,"1","1","3"
"42579",1,44,1,3000,10,0,2,0,"2","1","3"
"42580",1,10,1,0,19,0,4,0,"1","1","3"
"42581",0,35,1,3000,22,0,2,0,"2","1","3"
"42582",1,44,1,0,33,26,13,0,"1","4","3"
"42583",1,44,1,4000,14,1,3,0,"2","1","3"
"42584",1,5,1,6874,33,0,7,0,"3","3","3"
"42585",1,35,1,2655,95,0,5,0,"1","2","3"
"42586",1,36,1,5000,15,0,4,0,"3","1","3"
"42587",1,6,1,4943,49,29,6,1,"3","2","3"
"42588",0,20,1,3000,17,0,2,0,"2","1","3"
"42589",1,5,1,10511,3,0,27,0,"4","4","1"
"42590",0,25,1,4000,37,0,3,0,"2","1","3"
"42591",0,6,1,3000,15,21,2,0,"2","1","3"
"42592",1,32,1,12000,50,0,11,0,"4","3","2"
"42593",1,36,1,8000,22,10,7,0,"4","3","2"
